title,authors,isbn13
Colonialism and Neocolonialism,Jean-Paul Sartre/Azzedine Haddour,9780415378468
Tête-à-Tête: Simone de Beauvoir and Jean-Paul Sartre,Hazel Rowley,9780060520595
Jean-Paul Sartre: (The Giants of Philosophy),John  Compton/Charlton Heston,9780786169429
Observations on the Feeling of the Beautiful and Sublime,Immanuel Kant/John T. Goldthwait,9780520240780
A Philosophical Enquiry into the Origin of our Ideas of the Sublime and Beautiful,Edmund Burke/Adam Phillips,9780192835802
American Sublime: Poems,Elizabeth Alexander,9781555974329
Beauty and the Contemporary Sublime,Jeremy Gilbert-Rolfe,9781581150377
Cigarettes Are Sublime,Richard Klein,9780822316411
The Art of the Ridiculous Sublime: On David Lynch's Lost Highway,Slavoj Žižek/Marek Wieczorek,9780295979250
Why Orwell Matters,Christopher Hitchens,9780465030507
Shooting an Elephant,George Orwell,9780141187396
Ape and Essence,Aldous Huxley,9780929587783
Complete Essays 1  1920-25,Aldous Huxley/Robert S. Baker/James Sexton,9781566633222
The Mottled Lizard,Elspeth Huxley,9780140059588
Complete Essays 4  1936-38,Aldous Huxley/Robert S. Baker/James Sexton,9781566633949
Plato in 90 Minutes,Paul Strathern,9781566631273
The Atlantis Dialogue,Plato/Aaron Shepard/Benjamin Jowett,9780938497158
Cancer Ward,Aleksandr Solzhenitsyn/Nicholas Bethell/David Burg,9780679601630
Despair,Vladimir Nabokov,9780141184548
Cliffs of Despair: A Journey to Suicide's Edge,Tom Hunt,9780375507151
Inconceivable: A Woman's Triumph Over Despair and Statistics,Julia Indichova/Christiane Northrup,9780767908207
Diary of a Man in Despair,Friedrich Reck-Malleczewen/Paul Rubens/Richard J. Evans,9781590175866
Winston S. Churchill  Volume VIII: 'Never Despair ' 1945-1965,Martin  Gilbert,9780395419182
Pnin,Vladimir Nabokov/David Lodge,9781400041985
The Hunchback of Notre-Dame,Victor Hugo/Walter J. Cobb,9780451527882
The Art of the Hunchback of Notre Dame,Stephen Rebello/Walt Disney Company,9780786863341
Art and Culture: Critical Essays,Clement Greenberg/Janice Horne,9780807066812
Readings for Meditation and Reflection,C.S. Lewis/Walter Hooper,9780060652852
C.S. Lewis and the Catholic Church,Joseph Pearce,9780898709797
The Collected Letters of C.S. Lewis  Volume 1: Family Letters  1905-1931,C.S. Lewis/Walter Hooper,9780060727635
Letters to Children,C.S. Lewis/Lyle Wesley Dorsett/Marjorie Lamp Mead/Douglas Gresham,9780805420432
Cartas del diablo a su sobrino,C.S. Lewis/Miguel Marias,9780061140044
The Four Loves,C.S. Lewis,9780006280897
What Christians Believe,C.S. Lewis,9780060761530
C. S. Lewis: Life  Works  and Legacy,Bruce L. Edwards/Diana Pavlac Glyer,9780275991166
Mere Christianity: Abolition of Man (Bonus Feature),C.S. Lewis/Geoffrey Howard/Robert Whitefield/Robert Whitfield,9780786174362
The Art of Listening,Erich Fromm/Rainer Funk,9780826411327
Beyond the Chains of Illusion: My Encounter with Marx and Freud,Erich Fromm/Rainer Funk,9780826418975
The Art of Loving by Erich Fromm: A True Story of a Japanese Woman,Lala Okamoto,9784990327507
Marx's Concept of Man,Erich Fromm/T.B. Bottomore,9780826477910
Meditations on First Philosophy,René Descartes/Donald A. Cress,9780872201927
Meditations,Marcus Aurelius/Martin Hammond/Albert Wittstock/Diskin Clay,9780140449334
The Sleepwalkers: A History of Man's Changing Vision of the Universe,Arthur Koestler/Herbert Butterfield,9780140192469
Darkness at Noon,Arthur Koestler/Daphne Hardy,9781416540267
The Thirteenth Tribe,Arthur Koestler,9780330250696
The Act of Creation,Arthur Koestler,9780140191912
The Ghost in the Machine,Arthur Koestler,9780140191929
The Case of the Midwife Toad,Arthur Koestler,9780394718231
The Invisible Writing,Arthur Koestler,9780099490685
Up in the Air,Walter Kirn,9780385722377
Thumbsucker,Walter Kirn,9780385497091
Crazy Lady!,Jane Leslie Conly,9780064405713
Be the Person You Want to Find: Relationship and Self-Discovery,Cheri Huber/June Shiver,9780963625526
Making a Change for Good: A Guide to Compassionate Self-Discipline,Cheri Huber,9781590302088
The Total Library: Non-Fiction 1922-1986,Jorge Luis Borges/Suzanne Jill Levine/Esther Allen,9780141183022
Montaigne: Essays,Michel de Montaigne/J.M. Cohen,9780140178975
The Complete Essays,Michel de Montaigne/M.A. Screech,9780140446043
On Friendship,Michel de Montaigne/M.A. Screech,9780143036296
To America with Love: Letters from the Underground,Abbie Hoffman/Anita Hoffman,9781888996289
The Stories (So Far),Deborah Eisenberg,9780374524920
Hellsing  Vol. 03 (Hellsing  #3),Kohta Hirano,9781593072025
Hellsing  Vol. 04 (Hellsing  #4),Kohta Hirano,9781593072599
Verserade tankar,Lennart Hellsing/Fibben Hald,9789177129332
Reefer Madness: Sex  Drugs  and Cheap Labor in the American Black Market,Eric Schlosser,9780618446704
Feeding the Future: From Fat to Famine  How to Solve the World's Food Crises,Andrew Heintzman/Evan Solomon/Eric Schlosser,9780887847448
Chew on This: Everything You Don't Want to Know About Fast Food,Eric Schlosser/Charles   Wilson,9780618710317
Shaken (Left Behind: The Kids  #23-25),Jerry B. Jenkins/Tim LaHaye/Chris Fabry,9781414302683
The Rapture: In the Twinkling of an Eye   (Before They Were Left Behind  #3),Tim LaHaye/Jerry B. Jenkins,9781414305813
Kingdom Come: The Final Victory (Left Behind  #13),Tim LaHaye/Jerry B. Jenkins,9780842360616
John's Story: The Last Eyewitness (The Jesus Chronicles  #1),Tim LaHaye/Jerry B. Jenkins,9780399153891
Silenced: The Wrath of God Descends (Underground Zealot  #2),Jerry B. Jenkins,9780842384117
Restless Till We Rest in You: 60 Reflections from the Writings of St. Augustine (Saints Speak Today),Augustine of Hippo,9781569550342
A Woman in Berlin: Eight Weeks in the Conquered City: A Diary,Anonymous/Philip Boehm/Hans Magnus Enzensberger,9780312426118
The Woman Warrior,Maxine Hong Kingston,9780679721888
A Woman in Jerusalem,A.B. Yehoshua/Hillel Halkin,9780151012268
The Kept Woman,Susan Donovan,9780312939502
My Woman His Wife,Anna J.,9780975306628
Woman Hollering Creek and Other Stories,Sandra Cisneros,9780679738565
The Bean Trees (Greer Family  #1),Barbara Kingsolver,9780812474947
The Crazyladies of Pearl Street,Trevanian,9781400080373
The Summer of Katya,Trevanian,9781400098040
The Main,Trevanian,9781400098231
The Eiger Sanction (Jonathan Hemlock  #1),Trevanian,9781400098026
Time to Learn: How to Create High Schools That Serve All Students,George H. Wood/Theodore R. Sizer,9780325008080
Scoop (Occupational Hazards  #1),Rene Gutteridge,9781400071579
Brideshead Revisited,Evelyn Waugh,9780316926348
Black Mischief,Evelyn Waugh,9780316917339
The Complete Stories of Evelyn Waugh,Evelyn Waugh,9780316926607
Helena,Evelyn Waugh/George Weigel/Amy Welborn,9780829421224
Choo Choo (Carry Along Book & Cassette Favorites),Virginia Lee Burton,9780395511688
The Rise of Christianity,Rodney Stark,9780060677015
The Rise of Christianity : A Sociologist Reconsiders History,Rodney Stark,9780691027494
Grand Theft Auto: San Andreas Official Strategy Guide,Rick Barba,9780744004298
Rounding the Mark (Inspector Montalbano  #7),Andrea Camilleri/Stephen Sartarelli,9780143037484
Excursion to Tindari (Inspector Montalbano #5),Andrea Camilleri/Stephen Sartarelli,9780143034605
Voice of the Violin (Inspector Montalbano  #4),Andrea Camilleri/Stephen Sartarelli,9780142004456
Andreas Gursky,Andreas Gursky/Peter Galassi,9780870700163
Moon of the Spider (Diablo  #4),Richard A. Knaak,9780743471329
The Black Road (Diablo #2),Mel Odom,9780743426916
Legacy of Blood (Diablo  #1),Richard A. Knaak,9780671041557
The Kingdom of Shadow (Diablo  #3),Richard A. Knaak,9780743426923
Scales of the Serpent (Diablo: The Sin War  #2),Richard A. Knaak,9780743471237
El Escorpion: La Marca del Diablo: El Escorpion: The Mark of the Devil,Stephen Desberg/Enrico Marini,9781594970009
Diablo II Ultimate Strategy Guide,Bart G. Farkas,9780744001051
El Diablo Cojuelo,Luis Vélez de Guevara,9788437604824
El diablo de la botella,Robert Louis Stevenson/Diana Castellanos/Eleonora Garcia Larralde,9789580408550
Diabolo: Volume 1,Kei Kusunoki/Kaoru Ohashi,9781595322326
Japan (Lonely Planet Guide),Chris Rowthorn/Ray Bartlett/Justin Ellis,9781740599245
Pink Box: Inside Japan's Sex Clubs,Joan Sinclair/James Farrer,9780810992597
Japan at War:  An Oral History,Haruko Taya Cook/Theodore F. Cook,9781565840393
Sister Bernadette's Barking Dog: The Quirky History and Lost Art of Diagramming Sentences,Kitty Burns Florey,9781933633107
A Three Dog Life,Abigail Thomas,9780151012114
For the Love of a Dog: Understanding Emotion in You and Your Best Friend,Patricia B. McConnell,9780345477149
Malcolm X Speaks: Selected Speeches and Statements,Malcolm X/George Breitman,9780802132130
Martin and Malcolm and America: A Dream or a Nightmare?,James H. Cone,9780883448243
Under the Volcano,Malcolm Lowry,9780060955229
The New Knighthood: A History of the Order of the Temple,Malcolm Barber,9780521558723
Malcolm X: A Graphic Biography,Andrew Helfer/Randy DuBurke,9780809095049
Who Are You?: 101 Ways of Seeing Yourself,Malcolm Godwin,9780140196092
Bosnia: A Short History,Noel Malcolm,9780330412445
The Other Boleyn Girl,Philippa Gregory,9780743269834
The Last Boleyn,Karen Harper,9780307237903
The Rise and Fall of Anne Boleyn,Retha M. Warnicke,9780521406772
The Secret Diary of Anne Boleyn,Robin Maxwell,9780684849690
Lila: An Inquiry Into Morals (Phaedrus  #2),Robert M. Pirsig,9780553299618
Lila's Child: An Inquiry into Quality,Robert M. Pirsig/Dan Glover,9781403356208
Swapping Lives,Jane Green,9780670034802
Babyville,Jane Green,9780767912242
To Have and to Hold,Jane Green,9780767912273
Mr. Maybe,Jane Green,9780767905206
Straight Talking,Jane Green,9780141011516
Spellbound,Jane Green,9780140295948
This Christmas,Jane Green/Jennifer Coburn/Liz Ireland,9780821778067
Krik? Krak!: Récits,Edwidge Danticat/Nicole Tisserand,9782857044826
Homelands: Women’s Journeys Across Race  Place  and Time,Patricia Justine Tumang/Edwidge Danticat/Jenesha de Rivera,9781580051880
The Farming of Bones,Edwidge Danticat,9780140280494
The Dew Breaker,Edwidge Danticat,9781400034291
I Capture the Castle,Dodie Smith,9780312181109
Conversations with Ernest Hemingway (Literary Conversations),Ernest Hemingway/Matthew J. Bruccoli,9780878052738
The Rapture: Who Will Face the Tribulation,Tim LaHaye,9780736909525
The Regime: Evil Advances  (Before They Were Left Behind  #2),Tim LaHaye/Jerry B. Jenkins,9781414305776
The Rising: Antichrist is Born  (Before They Were Left Behind  #1),Tim LaHaye/Jerry B. Jenkins,9780842361934
The Earth and Its Peoples: Volume II,Richard W. Bulliet/Daniel R. Headrick/David Northrup/Lyman L. Johnson/Pamela Kyle Crossley/Steven W. Hirsch/Steven Hirsch,9780618471164
The Earth and Its Peoples: A Global History  Volume C: Since 1750,Richard W. Bulliet/Pamela Kyle Crossley/Steven Hirsch,9780618427697
The Life of Charlotte Brontë,Elizabeth Gaskell/Angus Easson,9780192838056
The Juvenilia of Jane Austen and Charlotte Brontë,Jane Austen/Charlotte Brontë/Frances Beer,9780140432671
Selected Works of the Brontë Sisters: Jane Eyre / Villette / Wuthering Heights / Agnes Grey / The Tenant of Wildfell Hall,Charlotte Brontë/Emily Brontë/Anne Brontë,9781840220605
Morgan's Passing,Anne Tyler,9780449911723
Back When We Were Grownups,Anne Tyler,9780345477248
Celestial Navigation,Anne Tyler,9780449911808
Breathing Lessons,Anne Tyler,9780345485595
The Tin Can Tree,Anne Tyler,9780449911891
Inside the Mind of Gideon Rayburn (Midvale Academy  #1),Sarah Miller,9780312333751
Patience & Sarah,Isabel Miller/Emma Donoghue,9781551521916
The Razor's Edge,W. Somerset Maugham,9781400034208
Razor's Edge: The Unofficial History of the Falklands War,Hugh Bicheno/Richard   Holmes,9780753821862
Tom Jones,Henry Fielding/Doreen Roberts,9781853260216
Clarissa  Or The History of a Young Lady,Samuel Richardson/Sheila Ortiz Taylor,9780451529794
The Hitchhiker's Guide to the Galaxy: The Quintessential Phase (Hitchhiker's Guide: Radio Play  #5),Douglas Adams/Dirk Maggs/Simon  Jones/Geoffrey McGivern/Mark Wing-Davey/Susan  Sheridan/Sandra Dickinson/Stephen  Moore/William Franklyn/Rula Lenska/Sam  Burke,9780563504078
The Secret of Shambhala: In Search of the Eleventh Insight (Celestine Prophecy  #3),James Redfield,9780446676489
The Celestine Vision: Living the New Spiritual Awareness,James Redfield,9780446675239
The Purpose of Your Life: Finding Your Place In The World Using Synchronicity  Intuition  And Uncommon Sense,Carol Adrienne/James Redfield,9780688166250
The Janson Directive (Paul Janson  #1),Robert Ludlum,9780312989385
The Moscow Vector (Covert-One  #6),Patrick Larkin/Robert Ludlum,9780312990718
The Ambler Warning,Robert Ludlum,9780312990695
Historical Romances: The Prince and the Pauper / A Connecticut Yankee in King Arthur’s Court / Personal Recollections of Joan of Arc,Mark Twain/Susan K. Harris,9780940450820
Our Mutual Friend,Charles Dickens,9780375761140
A Christmas Carol and Other Christmas Books,Charles Dickens/Robert Douglas-Fairhurst,9780192806949
Baseball: a Literary Anthology,Nicholas Dawidoff/Ernest Lawrence Thayer/Jacques Barzun/Robert Frost/John Updike/Leroy Satchel Paige/Bill Veeck/Murray Kempton/Jimmy Breslin/Marianne Moore/Gay Talese/Tallulah Bankhead/Albert G. Spalding/Nelson Algren/William Carlos Williams/James Weldon Johnson/Thomas Wolfe/James Thurber/Philip Roth/Jim Bouton/Dave Frishberg/Roger Kahn/Roger Angell/Damon Runyon/George Plimpton/A. Bartlett Giamatti/Amiri Baraka/Annie Dillard/Stephen Jay Gould/Stephen King/Richard Ford/Don DeLillo/Lawrence S. Ritter/Ring Lardner/Carl Sandburg/Heywood Broun/Bernard Malamud/Red  Smith,9781931082099
The Bourne Ultimatum (Jason Bourne  #3),Robert Ludlum,9780752858494
The Sigma Protocol,Robert Ludlum,9780312982515
The Road to Gandolfo,Robert Ludlum/Michael  Shepherd,9780553271096
The Arctic Event (Covert-One  #7),James H. Cobb/Robert Ludlum,9780446699075
The Altman Code (Covert-One  #4),Gayle Lynds/Robert Ludlum/Don Leslie,9781593978860
The Matlock Paper,Robert Ludlum,9780752858630
Fat Pig,Neil LaBute,9780571211500
Hickory Dickory Dock (Hercule Poirot  #32),Agatha Christie/Hugh Fraser,9781572705647
A Caribbean Mystery (Miss Marple  #10),Agatha Christie,9780451199928
Five Complete Miss Marple Novels: The Mirror Crack'd / A Caribbean Mystery / Nemesis / What Mrs. McGillicuddy Saw! / The Body in the Library,Agatha Christie,9780517035801
At Bertram's Hotel,Agatha Christie,9780451199935
Nemesis (Miss Marple  #12),Agatha Christie,9780451200181
A Pocket Full of Rye: A BBC Radio 4 Full-Cast Dramatisation,Agatha Christie/Michael Bakewell/June Whitfield/Nicky Henson/Derek Waring/Natasha Pyne,9780792737360
Miss Marple Omnibus Vol. 3 (Murder at the Vicarage / Nemesis / Sleeping Murder / At Bertram's Hotel),Agatha Christie,9780006499619
The Dance of Anger,Harriet Lerner,9780060741044
Dance of the Gods (Circle Trilogy  #2),Nora Roberts,9780515141665
Barnyard Dance,Sandra Boynton,9781563054426
The Dance of Intimacy: A Woman's Guide to Courageous Acts of Change in Key Relationships,Harriet Lerner,9780060916466
4:50 from Paddington / A Pocket Full of Rye (BBC Presents: Two Miss Marple Dramas),Agatha Christie,9780553525632
Blood Canticle (The Vampire Chronicles #10),Anne Rice,9780099460176
The Vampire Armand (The Vampire Chronicles  #6),Anne Rice,9780345434807
Violin,Anne Rice,9788466302203
Cry to Heaven,Anne Rice,9780345396938
Lasher (Lives of the Mayfair Witches  #2),Anne Rice,9780099471431
Blood And Gold (The Vampire Chronicles  #8),Anne Rice,9780099271499
Hot Stuff (Cate Madigan #1),Janet Evanovich/Leanne Banks,9780312941468
Lovelock (Mayflower Trilogy  #1),Orson Scott Card/Kathryn H. Kidd,9780312877514
Treasure Box,Orson Scott Card,9780061093982
Songmaster,Orson Scott Card,9780312876623
Stone Tables,Orson Scott Card,9781573456630
William Faulkner: The Sound and the Fury and as I Lay Dying: Essays  Articles  Reviews,Nicolas Tredell,9780231121897
Hart's Hope,Orson Scott Card,9780425058190
Children of the Mind (Ender's Saga  #4),Orson Scott Card,9780765304742
Maps in a Mirror: The Short Fiction of Orson Scott Card,Orson Scott Card,9780765308405
How to Write Science Fiction & Fantasy,Orson Scott Card,9781582971032
What Came Before He Shot Her (Inspector Lynley  #14),Elizabeth  George,9780060545628
With No One as Witness (Inspector Lynley  #13),Elizabeth  George,9780060545611
Deception on His Mind (Inspector Lynley  #9),Elizabeth  George,9780553575095
Becoming a Woman of Beauty and Strength: Esther,Elizabeth George,9780736904896
In Pursuit of the Proper Sinner (Inspector Lynley  #10),Elizabeth  George,9780553575101
A Woman's High Calling Growth and Study Guide,Elizabeth George,9780736904940
Living with Passion and Purpose: Luke (Woman After God's Own Heart),Elizabeth George,9780736908160
Loving God with All Your Mind,Elizabeth George,9780736913829
Ariel Sharon: A Life,Nir Hefez/Gadi Bloom/Mitch Ginsburg,9781400065875
Life Management for Busy Woman: Growth and Study Guide,Elizabeth George,9780736910194
A Wife After God's Own Heart Growth and Study Guide,Elizabeth George,9780736911689
Lover of Unreason: Assia Wevill  Sylvia Plath's Rival and Ted Hughes' Doomed Love,Yehuda Koren/Eilat Negev,9780786718610
Letters Home,Sylvia Plath,9780571201150
The Poetry of Sylvia Plath,Claire Brennan,9780231124270
Black Boy,Richard Wright/Edward P. Jones,9780060834005
Angry Black White Boy,Adam Mansbach,9781400054879
Bad Boys In Black Tie (Watson Brothers  #3),Lori Foster/Erin McCarthy/Morgan Leigh,9780758207746
The Twits,Roald Dahl/Quentin Blake,9780141318301
Far from the Madding Crowd,Thomas Hardy/Suzanne Keen,9780451528568
Far From the Madding Crowd,Thomas Hardy/Rosemarie Morgan/Shannon Russell,9780141439655
Middlemarch: An Authoritative Text  Backgrounds  Reviews and Criticism,George Eliot/Bert G. Hornback,9780393092103
Slaughterhouse: The Shocking Story of Greed  Neglect  And Inhumane Treatment Inside the U.S. Meat Industry,Gail A. Eisnitz,9781591024507
A Dance At The Slaughterhouse (Matthew Scudder  #9),Lawrence Block,9780380813735
Slaughterhouse Blues: The Meat and Poultry Industry in North America,Donald D. Stull/Michael J. Broadway/Eric Schlosser,9780534613037
Inky The Indigo Fairy (Rainbow Magic  #6),Daisy Meadows/Georgie Ripper,9780439746854
Sunny The Yellow Fairy (Rainbow Magic  #3),Daisy Meadows/Georgie Ripper,9780439744669
Sky The Blue Fairy (Rainbow Magic  #5),Daisy Meadows/Georgie Ripper,9780439746847
Heather The Violet Fairy (Rainbow Magic  #7),Daisy Meadows/Georgie Ripper,9780439746861
Ruby the Red Fairy (Rainbow Magic  #1),Daisy Meadows/Georgie Ripper,9780439738613
Unweaving the Rainbow: Science  Delusion and the Appetite for Wonder,Richard Dawkins,9780618056736
The Rainbow Goblins,Ul De Rico,9780500277591
The Serpent and the Rainbow,Wade Davis,9780684839295
The Rainbow,D.H. Lawrence/Daphne Merkin,9780451530301
Standing in the Rainbow (Elmwood Springs  #2),Fannie Flagg,9780345452887
The Scarlet Pimpernel,Emmuska Orczy/Margaret Brantley,9780743487740
Adventures of the Scarlet Pimpernel,Emmuska Orczy,9780899664590
Love's Enduring Promise (Love Comes Softly  #2),Janette Oke,9780764228490
Of Human Bondage,W. Somerset Maugham/Benjamin DeMott/Maeve Binchy,9780451530172
Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran/Sandra Blakeslee/Oliver Sacks,9780688172176
Mangoes & Curry Leaves: Culinary Travels Through the Great Subcontinent,Jeffrey Alford/Naomi Duguid,9781579652524
Curry: A Tale of Cooks and Conquerors,Lizzie Collingham,9780195172416
50 Great Curries of India,Camellia Panjabi,9781904920359
Curries Without Worries,Sudha Koul/Warner Books,9780446670784
In Search of Duende,Federico García Lorca/Norman Thomas di Giovanni,9780811213769
The Selected Poems of Federico García Lorca,Federico García Lorca,9780811200912
Lorca & Jimenez: Selected Poems,Federico García Lorca/Juan Ramón Jiménez/Robert Bly,9780807062135
Also sprach Zarathustra: Ein Buch für Alle und Keinen.,Friedrich Nietzsche,9783379017060
Seminar on Nietzsche's Zarathustra,C.G. Jung/James L. Jarrett,9780691017389
The Polar Express,Chris Van Allsburg,9780618611690
Trip To The North Pole (The Polar Express: The Movie),Ellen Weiss/Doyle Partners/Robert Zemeckis,9780618477906
Blow Fly (Kay Scarpetta  #12),Patricia Cornwell,9780425198735
The Gift of the Magi and Other Short Stories,O. Henry,9780486270616
Ten Short Stories Book & Cd Pack (Penguin Student Editions),Roald Dahl,9780140817782
The Ultramarines Omnibus (Ultramarines #1-3),Graham McNeill,9781844164035
Star Wars Omnibus: X-Wing Rogue Squadron  Vol. 2,Michael A. Stackpole/Jan Strnad/Ryder Windham/Jordi Ensign/John Nadeau/Gary Erskine,9781593076191
The Soul Drinkers Omnibus (Soul Drinkers #1-3),Ben Counter,9781844164165
James and the Giant Peach: a Play,Richard R. George/Roald Dahl,9780142407912
James & The Giant Peach (Disney's),Roald Dahl/Karey Kirkpatrick/Lane Smith,9780140382976
The Progress of Love,Alice Munro,9780375724701
A Memoir of Jane Austen and Other Family Recollections,J.E. Austen Leigh/Caroline Austen/Henry Austen/Anna Austen Lefroy/Kathryn Sutherland,9780192840745
The Jane Austen Cookbook,Maggie Black/Deirdre Le Faye,9780771014178
The Cambridge Companion to Jane Austen,Edward Copeland/Juliet McMaster,9780521498678
The Man Who Loved Jane Austen (The Man Who Loved Jane Austen #1),Sally Smith O'Rourke,9780758210371
Jane Austen: A Life,Carol Shields,9780143035169
The Complete Novels of Jane Austen,Jane Austen,9781840220551
The History of England,Jane Austen/Cassandra Austen/Deirdre Le Faye/A.S. Byatt,9781565120556
Jane and the Wandering Eye (Jane Austen Mysteries  #3),Stephanie Barron,9780553578171
Dante: Poet of the Secular World,Erich Auerbach/Ralph Manheim/Michael Dirda,9781590172193
Me Alquilo Para Soñar (Taller de Guión  #62),Gabriel García Márquez,9781400092963
Silent Running,James F. Calvert,9780471197058
The Story of a Shipwrecked Sailor,Gabriel García Márquez/Randolf Hogan,9780679722052
El Dia Que Nietzsche Lloró,Irvin D. Yalom,9789875801448
Zur Genealogie der Moral,Friedrich Nietzsche,9783150071236
Nietzche and Philosophy,Gilles Deleuze/Michael Hardt,9780231138765
The Will to Power,Friedrich Nietzsche/Walter Kaufmann/R.J. Hollingdale,9780394704371
The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,Will Durant,9780671739164
The Oxford Companion to Philosophy,Ted Honderich,9780199264797
South Park and Philosophy: You Know  I Learned Something Today,Robert Arp,9781405161602
Superheroes and Philosophy: Truth  Justice  and the Socratic Way,Tom Morris/William Irwin,9780812695731
The Simpsons and Philosophy: The D'oh! of Homer,William Irwin/Aeon J. Skoble/Mark T. Conard,9780812694338
Philosophy for Dummies,Tom Morris,9780764551536
The Philosophy of Andy Warhol (From A to B and Back Again),Andy Warhol,9780156717205
Harry Potter and Philosophy: If Aristotle Ran Hogwarts,David Baggett/Shawn E. Klein,9780812694550
Philosophy of Religion: An Anthology,Louis P. Pojman,9780534543648
A History of Philosophy 1: Greece and Rome,Frederick Charles Copleston,9780826468956
Western Philosophy: An Anthology,John Cottingham,9780631186274
Star Wars and Philosophy: More Powerful than You Can Possibly Imagine,Kevin S. Decker/Jason T. Eberl/William Irwin/George Lucas/William O. Stephens/Walter Ritoku Robinson/Richard H. Dees/Judith A. Barad/Elizabeth F. Cooke/Richard Hanley/Jerold J. Abrams/Robert Arp/Jan-Erik Jones,9780812695830
Bullshit and Philosophy,Gary L. Hardcastle/George A. Reisch,9780812696110
The Consolation of Philosophy,Boethius/Victor Watts,9780140447804
Philosophy of Mind: Classical and Contemporary Readings,David J. Chalmers,9780195145816
The Undead and Philosophy: Chicken Soup for the Soulless,Richard V. Greene/K. Silem Mohammad,9780812696011
Philosophy in a Time of Terror: Dialogues with Jürgen Habermas and Jacques Derrida,Jürgen Habermas/Jacques Derrida/Giovanna Borradori,9780226066660
An Introduction to Political Philosophy,Jonathan Wolff,9780199296095
A Source Book in Indian Philosophy,Sarvepalli Radhakrishnan/Charles Alexander Moore/Kapila/Nandalal Sinha/Kautilya/R. Shamasastry/Manu/Georg Bühler/Patañjali/Rama Prasada/Nāgārjuna/Hermann Oldenberg/Susumu Yamaguchi/Ganganatha Jha/Ramanuja/George Thibaut/Pratap Chandra Ray/Edward J. Thomas,9780691019581
Philosophy: The Basics,Nigel Warburton,9780415327732
A Young Person's Guide To Philosophy,Jeremy Weate/Peter Lawman,9780789430748
Philosophy in the Flesh: The Embodied Mind and its Challenge to Western Thought,George Lakoff/Mark  Johnson,9780465056743
Practical Philosophy,Immanuel Kant/Mary J. Gregor,9780521654081
Discourse on Method and Meditations on First Philosophy,René Descartes/Donald A. Cress,9780872204201
Readings in Classical Chinese Philosophy,Philip J. Ivanhoe/Bryan W. Van Norden,9780872207806
Logic and Philosophy: A Modern Introduction,Alan Hausman/Paul Tidman,9780495128441
History of Political Philosophy,Leo Strauss/Joseph Cropsey,9780226777108
What Is Ancient Philosophy?,Pierre Hadot/Michael Chase,9780674013735
Lectures on the History of Philosophy 1: Greek Philosophy to Plato,Georg Wilhelm Friedrich Hegel/E.S. Haldane/Frederick C. Beiser,9780803272712
Seinfeld and Philosophy,William Irwin,9780812694093
Introduction to the Philosophies of Research and Criticism in Education and the Social Sciences,James   Paul,9780130422538
Introducing Philosophy,Dave Robinson/Chris Garratt/Judy Groves,9781840465761
The Matrix and Philosophy: Welcome to the Desert of the Real,William Irwin/Gerald J. Erion/Barry  Smith/Carolyn Korsmeyer/Jonathan J. Sanford/Jason Holt/Theodore Schick Jr./Gregory Bassham/James Lawler/David Mitsuo Nixon,9780812695021
A Short History of Modern Philosophy (Routledge Classics),Roger Scruton,9780415267632
Ancient Philosophy,Anthony Kenny,9780198752721
Woody Allen and Philosophy: [You Mean My Whole Fallacy Is Wrong?],Mark T. Conard/Aeon J. Skoble/Tom Morris/William Irwin,9780812694536
Three Philosophies of Life: Ecclesiastes—Life As Vanity  Job—Life As Suffering  Song of Songs—Life As Love,Peter Kreeft,9780898702620
Philosophy of Religion,John Harwood Hick,9780136626282
Early Greek Philosophy,Jonathan Barnes,9780140448153
Contemporary Political Philosophy,Will Kymlicka,9780198782742
Buffy the Vampire Slayer and Philosophy: Fear and Trembling in Sunnydale,James B. South/William Irwin,9780812695311
Philosophy: The Classics,Nigel Warburton,9780415356299
The Oxford Handbook of Philosophy of Mathematics and Logic,Stewart Shapiro,9780195325928
Three Books of Occult Philosophy,Cornelius Agrippa/Donald Tyson,9780875428321
Philosophy Made Simple,Robert Hellenga,9780316013345
The Philosophy of Biology,David L. Hull/Michael Ruse,9780198752127
Ten Great Works of Philosophy,Robert Paul Wolff/René Descartes/David Hume/Immanuel Kant/John Stuart Mill/William  James/Plato/Aristotle/Anselm of Canterbury/Thomas Aquinas/Various,9780451528308
Philosophy and the Mirror of Nature,Richard M. Rorty,9780691020167
The Best American Sports Writing 2003,Buzz Bissinger/Glenn Stout/Elizabeth Gilbert/Bill Plaschke/Gary Smith/Michael J. Agovino,9780618251322
Walking the Bible: A Journey by Land Through the Five Books of Moses,Bruce Feiler,9780060838638
Mac OS X: Tiger Edition (The Missing Manual),David Pogue,9780596009410
Astonishing X-Men  Volume 2: Dangerous,Joss Whedon/John Cassaday,9780785116776
FINAL FANTASY X Official Strategy Guide,Dan Birlew,9780744001402
Ultimate X-Men  Vol. 14: Phoenix?,Robert Kirkman/Ben Oliver/Tom Raney,9780785120193
Astonishing X-Men  Volume 1: Gifted,Joss Whedon/John Cassaday,9780785115311
Cross-X,Joe  Miller,9780374131944
Astonishing X-Men  Volume 3: Torn,Joss Whedon/John Cassaday,9780785117599
